GlobalTick;ProblemType;ResourceType;PmId;VmId;AppId;CPUAll;MEMAll;STORAll;CPUUse;MEMUse;STORUse
6306;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6307;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6308;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6309;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6310;wasteOfResources;VM;5;60;;32;29;30;20;17;23;
6311;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
6312;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
6313;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
6314;wasteOfResources;VM;3;60;;32;29;30;20;17;23;
6315;wasteOfResources;VM;1;60;;32;29;30;20;17;23;
6316;wasteOfResources;VM;1;60;;32;29;30;20;17;23;
6317;wasteOfResources;VM;3;60;;32;29;30;20;17;23;
6318;wasteOfResources;VM;1;60;;32;29;30;20;17;23;
6319;wasteOfResources;VM;3;60;;32;29;30;20;17;23;
6320;wasteOfResources;VM;1;60;;32;29;30;20;17;23;
6321;wasteOfResources;VM;1;60;;32;29;30;20;17;23;
6322;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6323;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6324;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6325;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6326;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6327;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6328;wasteOfResources;VM;3;2;;15;15;9;5;5;2;
6329;newApp;APP;;;49;;;;0;0;0
6330;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6331;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6334;wasteOfResources;VM;5;22;;15;15;9;5;5;2;
6335;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6336;wasteOfResources;VM;2;54;;33;45;18;15;21;17;
6337;wasteOfResources;VM;3;54;;33;45;18;15;21;17;
6338;wasteOfResources;VM;3;54;;33;45;18;15;21;17;
6339;wasteOfResources;VM;5;22;;15;15;9;5;5;2;
6341;newApp;APP;;;50;;;;0;0;0
6342;newApp;APP;;;51;;;;0;0;0
6343;wasteOfResources;VM;2;74;;47;43;31;31;25;16;
6344;wasteOfResources;VM;2;74;;47;43;31;34;24;16;
6345;wasteOfResources;VM;2;74;;47;43;31;34;23;21;
6346;wasteOfResources;VM;5;87;;20;18;25;30;19;18;
6348;wasteOfResources;VM;1;64;;36;41;18;30;21;15;
6349;wasteOfResources;VM;2;64;;36;41;18;30;21;15;
6350;wasteOfResources;VM;2;64;;36;41;18;30;21;15;
6351;wasteOfResources;VM;2;64;;36;41;18;30;21;15;
6357;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6359;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6360;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6361;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6373;wasteOfResources;VM;1;60;;33;28;30;22;17;20;
6374;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6375;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6376;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6377;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6378;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6382;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6383;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6384;wasteOfResources;VM;2;2;;15;15;9;5;5;2;
6385;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6389;wasteOfResources;VM;5;22;;15;15;9;5;5;2;
6390;wasteOfResources;VM;3;54;;31;45;18;12;31;17;
6395;wasteOfResources;VM;2;74;;48;37;29;35;27;12;
6396;wasteOfResources;VM;1;74;;48;37;29;35;27;12;
6397;wasteOfResources;VM;5;87;;20;18;25;31;11;17;
6398;wasteOfResources;VM;5;87;;20;18;25;29;16;16;
6399;wasteOfResources;VM;5;87;;20;18;25;30;12;17;
6402;wasteOfResources;VM;2;64;;36;39;18;26;15;16;
6403;wasteOfResources;VM;2;64;;36;39;18;29;22;14;
6407;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6408;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6409;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6411;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6412;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
6423;wasteOfResources;VM;1;60;;32;27;29;19;16;20;
6424;wasteOfResources;VM;2;60;;32;27;29;19;16;20;
6425;wasteOfResources;VM;1;60;;32;27;29;19;16;20;
6426;wasteOfResources;VM;1;60;;32;27;29;19;16;20;
6427;wasteOfResources;VM;1;60;;32;27;29;19;16;20;
6428;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6429;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6430;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6431;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6432;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6433;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6434;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6435;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6436;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6437;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6438;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6439;wasteOfResources;VM;5;22;;15;15;9;5;5;2;
6440;wasteOfResources;VM;5;22;;15;15;9;5;5;2;
6441;wasteOfResources;VM;5;22;;15;15;9;5;5;2;
6442;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6443;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6444;wasteOfResources;VM;3;54;;33;45;18;17;22;17;
6445;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6446;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6447;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6449;wasteOfResources;VM;1;74;;45;42;25;31;26;16;
6450;wasteOfResources;VM;5;87;;20;18;24;28;16;16;
6453;wasteOfResources;VM;2;64;;36;38;18;28;24;16;
6462;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6463;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6464;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6465;wasteOfResources;VM;5;44;;15;15;9;5;5;2;
6466;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6467;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6468;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6469;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6478;wasteOfResources;VM;1;60;;33;28;31;22;15;24;
6479;wasteOfResources;VM;2;60;;33;28;31;22;15;24;
6480;wasteOfResources;VM;1;60;;33;28;31;22;15;24;
6484;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6485;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6488;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6489;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6490;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6494;wasteOfResources;VM;3;54;;32;45;18;16;30;16;
6495;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6496;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6497;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6499;wasteOfResources;VM;1;74;;46;40;31;34;27;17;
6500;wasteOfResources;VM;5;87;;20;18;24;28;12;15;
6501;slaViolation;APP;2;87;29;20;18;24;23;7;13
6502;slaViolation;APP;2;87;29;20;18;24;23;7;13
6503;slaViolation;APP;2;87;29;20;18;24;23;7;13
6504;wasteOfResources;VM;2;64;;36;37;18;25;26;17;
6505;wasteOfResources;VM;2;87;;20;18;24;31;17;16;
6519;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6522;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6533;wasteOfResources;VM;1;60;;32;27;31;20;16;18;
6534;wasteOfResources;VM;1;60;;32;27;31;16;16;19;
6535;wasteOfResources;VM;1;60;;32;27;31;21;16;22;
6536;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6537;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6538;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6539;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
6540;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
6541;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6542;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6543;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6544;newApp;APP;;;52;;;;0;0;0
6545;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6546;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6547;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6548;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6549;wasteOfResources;VM;1;74;;46;41;27;34;21;20;
6550;wasteOfResources;VM;2;2;;15;15;9;5;5;2;
6551;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6552;wasteOfResources;VM;3;54;;32;45;18;23;26;16;
6553;wasteOfResources;VM;3;54;;32;45;18;16;34;16;
6554;wasteOfResources;VM;5;74;;46;41;27;30;36;19;
6555;wasteOfResources;VM;2;64;;36;37;18;25;27;16;
6556;wasteOfResources;VM;3;54;;32;45;18;12;33;16;
6557;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6558;wasteOfResources;VM;3;54;;32;45;18;18;31;15;
6559;wasteOfResources;VM;5;2;;15;15;9;5;5;2;
6560;wasteOfResources;VM;2;2;;15;15;9;5;5;2;
6561;wasteOfResources;VM;2;87;;20;18;25;30;14;17;
6562;wasteOfResources;VM;2;87;;20;18;25;30;15;16;
6563;slaViolation;APP;5;87;29;20;18;25;25;10;14
6564;slaViolation;APP;5;87;29;20;18;25;25;10;14
6565;slaViolation;APP;1;88;29;20;18;50;25;10;14
6566;slaViolation;APP;1;88;29;20;18;50;25;10;14
6569;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6570;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6571;wasteOfResources;VM;1;88;;20;18;50;30;17;17;
6572;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6573;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6574;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6575;wasteOfResources;VM;1;88;;20;18;50;29;19;16;
6585;wasteOfResources;VM;1;60;;33;29;29;19;17;18;
6586;wasteOfResources;VM;1;60;;33;29;29;19;15;19;
6587;wasteOfResources;VM;1;60;;33;29;29;21;15;16;
6588;wasteOfResources;VM;1;60;;33;29;29;19;17;19;
6589;wasteOfResources;VM;1;60;;33;29;29;17;17;18;
6590;wasteOfResources;VM;2;60;;33;29;29;17;17;18;
6591;wasteOfResources;VM;1;60;;33;29;29;17;17;18;
6592;wasteOfResources;VM;2;1;;15;15;9;5;5;2;
6593;wasteOfResources;VM;2;60;;33;29;29;17;17;18;
6594;wasteOfResources;VM;1;60;;33;29;29;17;17;18;
6595;wasteOfResources;VM;1;60;;33;29;29;17;17;18;
6596;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6597;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6598;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6599;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6600;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6601;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6602;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6603;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6604;wasteOfResources;VM;5;74;;44;44;27;30;28;16;
6605;wasteOfResources;VM;2;64;;36;37;18;28;25;16;
6606;wasteOfResources;PM;2;;;15;15;9;5;5;2;
6607;wasteOfResources;PM;2;;;15;15;9;5;5;2;
6608;wasteOfResources;PM;2;;;15;15;9;5;5;2;
6609;wasteOfResources;PM;2;;;15;15;9;5;5;2;
6610;wasteOfResources;VM;1;64;;36;37;18;26;19;15;
6611;wasteOfResources;VM;3;54;;33;44;18;15;35;17;
6612;wasteOfResources;VM;1;64;;36;37;18;31;17;17;
6613;wasteOfResources;VM;1;64;;36;37;18;30;23;17;
6614;wasteOfResources;VM;3;54;;33;44;18;14;22;16;
6615;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6616;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6617;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6618;newApp;APP;;;53;;;;0;0;0
6619;newApp;APP;;;54;;;;0;0;0
6620;newApp;APP;;;55;;;;0;0;0
6621;newApp;APP;;;56;;;;0;0;0
6622;newApp;APP;;;57;;;;0;0;0
6623;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6624;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
6625;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6626;wasteOfResources;VM;5;65;;15;15;9;5;5;2;
6627;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6628;wasteOfResources;VM;1;88;;20;18;24;31;16;18;
6629;slaViolation;APP;2;88;29;20;18;24;26;11;16
6630;slaViolation;APP;2;88;29;20;18;24;26;11;16
6631;slaViolation;APP;2;88;29;20;18;24;26;11;16
6632;slaViolation;APP;2;88;29;20;18;24;26;11;16
6633;slaViolation;APP;2;88;29;20;18;24;26;11;16
6634;slaViolation;APP;1;90;29;20;18;50;26;11;16
6635;slaViolation;APP;1;90;29;20;18;50;26;11;16
6636;wasteOfResources;VM;2;88;;20;18;24;5;5;2;
6637;wasteOfResources;VM;2;88;;20;18;24;5;5;2;
6639;wasteOfResources;VM;1;90;;20;18;50;29;15;16;
6640;wasteOfResources;VM;1;90;;20;18;50;29;17;16;
6646;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6647;wasteOfResources;VM;1;60;;31;28;29;17;17;19;
6648;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6649;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6653;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6654;wasteOfResources;VM;5;74;;47;43;28;34;29;17;
6655;wasteOfResources;VM;5;74;;47;43;28;31;21;18;
6656;wasteOfResources;VM;2;74;;47;43;28;31;21;18;
6657;wasteOfResources;VM;2;74;;47;43;28;31;21;18;
6663;wasteOfResources;VM;1;64;;36;36;18;29;23;19;
6664;slaViolation;APP;5;64;36;36;36;18;24;18;17
6665;slaViolation;APP;5;64;36;36;36;18;24;18;17
6666;slaViolation;APP;5;64;36;36;36;18;24;18;17
6667;wasteOfResources;VM;3;54;;33;45;18;11;23;17;
6668;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6669;wasteOfResources;VM;5;64;;36;36;18;25;16;14;
6670;wasteOfResources;VM;1;64;;36;36;18;25;16;14;
6671;wasteOfResources;VM;1;64;;36;36;18;25;16;14;
6672;wasteOfResources;VM;5;64;;36;36;18;25;16;14;
6673;wasteOfResources;VM;1;64;;36;36;18;25;16;14;
6674;wasteOfResources;VM;1;64;;36;36;18;25;16;14;
6675;wasteOfResources;VM;1;64;;36;36;18;25;16;14;
6676;wasteOfResources;VM;5;64;;36;36;18;25;16;14;
6677;wasteOfResources;VM;2;89;;27;27;53;40;30;19;
6678;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6679;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6690;wasteOfResources;VM;1;90;;20;18;25;30;10;18;
6691;slaViolation;APP;5;90;29;20;18;25;25;5;16
6692;slaViolation;APP;5;90;29;20;18;25;25;5;16
6693;slaViolation;APP;5;90;29;20;18;25;25;5;16
6694;wasteOfResources;VM;5;90;;20;18;25;30;10;18;
6696;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6697;wasteOfResources;VM;1;60;;33;28;29;17;15;17;
6698;wasteOfResources;VM;1;60;;33;28;29;21;17;19;
6699;wasteOfResources;VM;1;60;;33;28;29;17;17;18;
6700;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6701;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6702;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6703;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6704;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6705;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6706;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6707;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6708;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6709;wasteOfResources;VM;2;74;;44;43;26;32;21;14;
6710;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6711;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6712;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6713;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6714;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6715;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6716;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6717;wasteOfResources;VM;3;54;;31;45;18;5;5;2;
6718;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6719;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6720;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6721;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6722;wasteOfResources;VM;3;1;;15;15;9;5;5;2;
6723;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
6727;wasteOfResources;VM;2;89;;27;27;27;45;30;18;
6729;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6730;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
6731;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6732;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6733;wasteOfResources;VM;5;64;;36;38;18;31;21;16;
6734;wasteOfResources;VM;3;64;;36;38;18;31;21;16;
6735;wasteOfResources;VM;5;64;;36;38;18;31;21;16;
6736;wasteOfResources;VM;5;64;;36;38;18;31;21;16;
6737;wasteOfResources;VM;3;64;;36;38;18;31;21;16;
6744;wasteOfResources;VM;5;90;;20;18;27;31;15;18;
6745;wasteOfResources;VM;5;90;;20;18;27;28;15;17;
6746;slaViolation;APP;1;90;29;20;18;27;23;10;15
6747;slaViolation;APP;1;90;29;20;18;27;23;10;15
6748;slaViolation;APP;1;90;29;20;18;27;23;10;15
6749;slaViolation;APP;5;91;29;20;18;50;23;10;15
6750;slaViolation;APP;5;91;29;20;18;50;23;10;15
6751;wasteOfResources;VM;1;60;;33;27;29;17;16;22;
6754;wasteOfResources;VM;5;91;;20;18;50;30;16;17;
6755;wasteOfResources;VM;5;91;;20;18;50;31;8;16;
6756;slaViolation;APP;1;91;29;20;18;50;26;3;14
6757;slaViolation;APP;1;91;29;20;18;50;26;3;14
6758;slaViolation;APP;1;91;29;20;18;50;26;3;14
6759;wasteOfResources;VM;2;74;;43;39;27;34;32;20;
6760;wasteOfResources;VM;2;74;;43;39;27;30;33;20;
6761;wasteOfResources;VM;2;74;;43;39;27;29;28;17;
6762;wasteOfResources;VM;1;91;;20;18;50;29;14;18;
6763;wasteOfResources;VM;1;91;;20;18;50;28;11;17;
6764;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6765;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6766;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6767;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6768;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6769;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
6770;wasteOfResources;PM;5;;;15;15;9;5;5;2;
6771;wasteOfResources;PM;5;;;15;15;9;5;5;2;
6772;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6777;wasteOfResources;VM;2;89;;27;27;30;37;30;15;
6780;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6781;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6782;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6784;wasteOfResources;VM;3;44;;15;15;9;5;5;2;
6785;wasteOfResources;VM;1;44;;15;15;9;5;5;2;
6790;wasteOfResources;VM;3;64;;36;38;18;24;24;18;
6791;wasteOfResources;VM;3;64;;36;38;18;33;24;14;
6792;wasteOfResources;VM;3;64;;36;38;18;35;28;17;
6801;wasteOfResources;VM;1;60;;34;27;29;18;15;16;
6802;wasteOfResources;VM;1;60;;34;27;29;15;18;15;
6803;wasteOfResources;VM;1;60;;34;27;29;21;17;18;
6804;wasteOfResources;VM;1;60;;34;27;29;20;15;20;
6805;wasteOfResources;VM;1;60;;34;27;29;21;16;18;
6811;wasteOfResources;VM;2;74;;44;43;31;28;22;18;
6812;wasteOfResources;VM;2;74;;44;43;31;28;16;20;
6813;wasteOfResources;VM;1;91;;20;18;25;31;15;17;
6815;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6816;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6817;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6818;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6819;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6823;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6827;wasteOfResources;VM;2;89;;27;27;29;27;30;17;
6828;wasteOfResources;VM;2;89;;27;27;29;41;30;18;
6829;wasteOfResources;VM;2;89;;27;27;29;32;28;19;
6830;wasteOfResources;VM;2;89;;27;27;29;35;30;17;
6831;wasteOfResources;VM;2;89;;27;27;29;30;28;19;
6832;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6838;wasteOfResources;VM;1;44;;15;15;9;5;5;2;
6842;wasteOfResources;VM;3;64;;36;40;18;23;27;14;
6855;wasteOfResources;VM;1;60;;31;28;27;22;17;19;
6856;wasteOfResources;VM;1;60;;31;28;27;21;16;17;
6857;wasteOfResources;VM;1;60;;31;28;27;18;16;21;
6862;wasteOfResources;VM;2;74;;45;44;29;31;29;11;
6863;wasteOfResources;VM;2;74;;45;44;29;29;26;13;
6864;wasteOfResources;VM;2;74;;45;44;29;27;22;14;
6865;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6866;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6867;wasteOfResources;VM;2;72;;15;15;9;5;5;2;
6868;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6869;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6870;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6871;wasteOfResources;VM;1;91;;20;18;25;29;16;15;
6872;wasteOfResources;VM;1;91;;20;18;25;30;16;17;
6873;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6874;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6875;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6876;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6877;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6878;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6879;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6880;wasteOfResources;VM;1;91;;20;18;25;30;14;16;
6881;wasteOfResources;VM;2;89;;27;27;26;32;29;17;
6882;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6883;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6884;wasteOfResources;VM;2;89;;27;27;26;29;28;17;
6885;wasteOfResources;VM;2;89;;27;27;26;56;29;19;
6886;wasteOfResources;VM;2;89;;27;27;26;46;30;19;
6888;wasteOfResources;VM;1;44;;15;15;9;5;5;2;
6889;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
6892;wasteOfResources;VM;3;64;;36;40;18;28;22;17;
6893;wasteOfResources;VM;3;64;;36;40;18;31;18;15;
6907;wasteOfResources;VM;1;60;;32;28;28;19;14;21;
6914;wasteOfResources;VM;2;74;;45;41;26;33;16;18;
6915;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6916;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6917;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6918;wasteOfResources;VM;2;74;;45;41;26;29;25;12;
6919;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6920;wasteOfResources;VM;1;54;;15;15;9;5;5;2;
6921;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6922;wasteOfResources;VM;1;22;;15;15;9;5;5;2;
6923;wasteOfResources;VM;3;72;;15;15;9;5;5;2;
6924;wasteOfResources;VM;1;72;;15;15;9;5;5;2;
6925;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6926;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6927;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6928;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6929;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6930;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6931;wasteOfResources;VM;1;91;;20;18;24;30;13;16;
6932;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6933;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6934;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6935;wasteOfResources;VM;1;91;;20;18;24;31;12;16;
6936;wasteOfResources;VM;1;91;;20;18;24;28;12;16;
6937;wasteOfResources;VM;2;89;;27;27;28;32;30;20;
6938;wasteOfResources;VM;2;89;;27;27;28;35;29;19;
6941;newApp;APP;;;58;;;;0;0;0
6942;wasteOfResources;VM;2;44;;15;15;9;5;5;2;
6943;wasteOfResources;VM;3;64;;36;39;18;28;27;13;
6957;wasteOfResources;VM;1;60;;32;30;28;19;16;20;
6958;wasteOfResources;VM;1;60;;32;30;28;20;15;16;
6959;wasteOfResources;VM;1;60;;32;30;28;19;17;16;
6960;wasteOfResources;VM;4;60;;32;30;28;19;17;16;
6967;wasteOfResources;VM;1;65;;15;15;9;5;5;2;
6968;wasteOfResources;VM;2;74;;44;44;28;29;24;13;
6969;wasteOfResources;VM;1;74;;44;44;28;29;24;13;
6970;wasteOfResources;VM;2;74;;44;44;28;29;24;13;
6971;wasteOfResources;VM;2;74;;44;44;28;29;24;13;
6972;wasteOfResources;VM;1;74;;44;44;28;29;24;13;
6973;wasteOfResources;VM;2;74;;44;44;28;29;24;13;
6974;wasteOfResources;VM;2;74;;44;44;28;29;24;13;
6975;wasteOfResources;VM;1;74;;44;44;28;29;24;13;
6976;wasteOfResources;VM;2;74;;44;44;28;29;24;13;
6977;wasteOfResources;VM;1;72;;15;15;9;5;5;2;
6978;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6979;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6980;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6981;wasteOfResources;VM;2;54;;15;15;9;5;5;2;
6982;wasteOfResources;VM;2;54;;15;15;9;5;5;2;
6983;wasteOfResources;VM;1;1;;15;15;9;5;5;2;
6984;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
6985;wasteOfResources;VM;2;82;;15;15;9;5;5;2;
6986;wasteOfResources;VM;3;22;;15;15;9;5;5;2;
6987;wasteOfResources;VM;3;65;;15;15;9;5;5;2;
6988;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6989;wasteOfResources;VM;2;65;;15;15;9;5;5;2;
6990;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
6991;wasteOfResources;VM;1;54;;15;15;9;5;5;2;
