GlobalTick;ProblemType;ResourceType;PmId;VmId;AppId;CPUAll;MEMAll;STORAll;CPUUse;MEMUse;STORUse
11752;wasteOfResources;VM;6;100;;15;15;9;5;5;2;
11753;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11754;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11755;wasteOfResources;VM;7;193;;15;15;9;5;5;2;
11756;wasteOfResources;VM;7;193;;15;15;9;5;5;2;
11757;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
11758;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
11759;wasteOfResources;VM;7;74;;15;15;9;5;5;2;
11760;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
11761;wasteOfResources;VM;7;54;;15;15;9;5;5;2;
11762;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
11763;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
11764;wasteOfResources;VM;8;188;;35;33;26;36;19;13;
11765;wasteOfResources;VM;8;188;;35;33;26;36;16;13;
11766;wasteOfResources;VM;6;130;;15;15;9;5;5;2;
11767;wasteOfResources;VM;6;130;;15;15;9;5;5;2;
11768;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
11769;wasteOfResources;VM;7;64;;15;15;9;5;5;2;
11770;wasteOfResources;VM;7;64;;15;15;9;5;5;2;
11771;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
11772;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
11773;wasteOfResources;VM;8;188;;35;33;26;36;23;9;
11774;wasteOfResources;VM;8;188;;35;33;26;36;21;14;
11775;wasteOfResources;VM;5;60;;15;15;9;5;5;2;
11777;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11778;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
11779;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11780;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
11781;wasteOfResources;VM;1;22;;15;15;9;5;5;2;
11782;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11783;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11784;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
11787;wasteOfResources;VM;7;194;;30;34;26;16;15;18;
11788;wasteOfResources;VM;7;194;;30;34;26;14;11;20;
11789;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11790;wasteOfResources;VM;1;151;;15;15;9;5;5;2;
11791;wasteOfResources;VM;6;1;;15;15;9;5;5;2;
11792;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11793;wasteOfResources;VM;7;194;;30;34;26;19;15;18;
11794;wasteOfResources;VM;7;194;;30;34;26;12;16;17;
11795;wasteOfResources;VM;7;194;;30;34;26;19;17;19;
11796;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
11797;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11798;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11799;wasteOfResources;VM;1;186;;22;38;23;16;27;14;
11800;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11801;wasteOfResources;VM;6;186;;22;38;23;16;27;14;
11802;wasteOfResources;VM;6;100;;15;15;9;5;5;2;
11803;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11804;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11805;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11806;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11807;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11808;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
11809;wasteOfResources;VM;7;194;;30;34;26;16;13;19;
11810;wasteOfResources;VM;1;194;;30;34;26;16;13;19;
11811;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
11812;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11813;wasteOfResources;VM;7;74;;15;15;9;5;5;2;
11814;wasteOfResources;VM;7;74;;15;15;9;5;5;2;
11815;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11816;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11817;wasteOfResources;VM;1;72;;15;15;9;5;5;2;
11818;wasteOfResources;VM;6;130;;15;15;9;5;5;2;
11819;wasteOfResources;VM;7;194;;30;34;26;9;18;19;
11820;wasteOfResources;VM;7;194;;30;34;26;16;18;18;
11821;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11822;wasteOfResources;VM;7;64;;15;15;9;5;5;2;
11823;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
11824;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11825;wasteOfResources;VM;5;60;;15;15;9;5;5;2;
11826;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
11827;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
11828;wasteOfResources;VM;8;188;;35;35;26;34;15;20;
11829;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
11830;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
11831;wasteOfResources;VM;1;22;;15;15;9;5;5;2;
11832;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
11833;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
11834;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11835;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11836;wasteOfResources;VM;5;185;;15;15;9;5;5;2;
11837;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
11838;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
11839;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
11840;wasteOfResources;VM;1;151;;15;15;9;5;5;2;
11841;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11842;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11843;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11844;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11845;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11846;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11847;wasteOfResources;PM;1;;;15;15;9;5;5;2;
11848;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11849;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11850;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11851;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11852;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11853;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11854;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11855;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11856;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11857;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11858;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11859;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11860;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11861;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11862;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
11863;wasteOfResources;VM;6;186;;22;38;24;15;26;16;
11864;wasteOfResources;VM;6;186;;22;38;24;15;32;13;
11865;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11866;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11867;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11868;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11869;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11870;wasteOfResources;VM;7;194;;28;33;26;10;13;19;
11871;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
11872;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
11873;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
11874;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11875;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11876;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
11877;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
11878;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
11879;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
11880;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
11881;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
11882;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
11883;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
11884;wasteOfResources;VM;8;188;;35;33;26;34;20;14;
11885;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11886;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11887;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11888;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11889;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
11890;wasteOfResources;VM;8;188;;35;33;26;38;19;20;
11891;wasteOfResources;VM;5;195;;25;21;30;14;31;29;
11892;wasteOfResources;VM;5;195;;25;21;30;14;31;19;
11893;wasteOfResources;VM;8;188;;35;33;26;35;14;21;
11894;wasteOfResources;VM;8;188;;35;33;26;36;19;15;
11895;wasteOfResources;VM;8;188;;35;33;26;38;21;16;
11896;wasteOfResources;VM;8;188;;35;33;26;35;21;20;
11897;wasteOfResources;VM;8;188;;35;33;26;36;15;30;
11898;wasteOfResources;VM;8;188;;35;33;26;35;19;17;
11899;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11902;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11903;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11905;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11906;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11907;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11911;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11912;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
11914;wasteOfResources;VM;6;186;;22;38;25;16;28;12;
11918;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11919;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11920;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11921;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11922;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11923;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11924;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11925;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11926;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
11927;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
11928;wasteOfResources;VM;7;194;;28;29;26;15;15;18;
11929;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11930;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
11931;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
11932;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
11933;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
11934;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
11935;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
11938;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11939;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
11942;wasteOfResources;VM;5;195;;26;21;30;15;31;22;
11943;wasteOfResources;VM;5;195;;26;21;30;16;30;19;
11944;wasteOfResources;VM;5;195;;26;21;30;13;29;21;
11945;wasteOfResources;VM;5;195;;26;21;30;14;30;19;
11946;wasteOfResources;VM;5;195;;26;21;30;13;30;25;
11947;wasteOfResources;VM;5;195;;26;21;30;15;31;24;
11948;wasteOfResources;VM;5;195;;26;21;30;15;30;12;
11949;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11950;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
11951;wasteOfResources;VM;8;188;;35;31;26;36;20;10;
11952;wasteOfResources;VM;8;188;;35;31;26;35;19;21;
11953;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11954;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11955;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11956;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
11957;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11958;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
11961;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
11962;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
11964;wasteOfResources;VM;6;186;;22;38;23;16;26;11;
11965;wasteOfResources;VM;6;186;;22;38;23;15;30;15;
11966;wasteOfResources;VM;6;186;;22;38;23;17;29;14;
11971;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
11975;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11976;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11977;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
11978;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
11979;wasteOfResources;VM;7;194;;29;31;26;16;16;19;
11980;wasteOfResources;VM;7;194;;29;31;26;12;18;17;
11981;wasteOfResources;VM;7;194;;29;31;26;15;12;17;
11982;wasteOfResources;VM;7;194;;29;31;26;13;15;19;
11983;wasteOfResources;VM;7;194;;29;31;26;15;20;20;
11984;wasteOfResources;VM;7;194;;29;31;26;10;14;18;
11985;wasteOfResources;VM;7;194;;29;31;26;13;19;18;
11986;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11987;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11988;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11989;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11990;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11991;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11992;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11993;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
11994;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
11995;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11996;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11997;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11998;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
11999;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12000;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12001;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12002;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12003;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12004;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12005;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12006;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12007;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12008;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12009;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12010;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12011;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12012;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12013;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
12014;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
12015;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
12016;wasteOfResources;VM;6;186;;22;38;23;16;27;13;
12017;wasteOfResources;VM;8;188;;35;32;26;34;21;22;
12018;wasteOfResources;VM;5;195;;26;21;30;14;31;24;
12019;wasteOfResources;VM;8;188;;35;32;26;36;18;14;
12020;wasteOfResources;VM;8;188;;35;32;26;36;23;22;
12021;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
12022;wasteOfResources;VM;8;188;;35;32;26;34;18;28;
12023;wasteOfResources;VM;8;188;;35;32;26;36;19;14;
12024;wasteOfResources;VM;8;188;;35;32;26;37;18;17;
12025;wasteOfResources;VM;8;188;;35;32;26;35;20;22;
12026;wasteOfResources;VM;8;188;;35;32;26;34;18;24;
12027;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
12028;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
12029;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
12030;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
12031;wasteOfResources;VM;8;188;;35;32;26;38;18;10;
12035;wasteOfResources;VM;7;194;;26;30;26;13;21;17;
12036;wasteOfResources;VM;7;194;;26;30;26;18;14;18;
12037;wasteOfResources;VM;7;194;;26;30;26;16;16;19;
12043;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12044;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12045;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12046;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12048;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
12049;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12050;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12051;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12052;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12053;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12054;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12055;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12056;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12057;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12058;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12059;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12060;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12061;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12062;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12063;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12064;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12065;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12066;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12067;wasteOfResources;VM;6;186;;22;38;23;15;28;16;
12068;wasteOfResources;VM;6;186;;22;38;23;14;27;13;
12069;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12070;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12071;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
12072;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12073;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12074;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12075;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12076;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12077;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12078;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
12079;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
12080;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
12081;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
12082;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
12083;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
12084;wasteOfResources;VM;8;188;;35;33;26;34;20;23;
12085;wasteOfResources;VM;5;195;;26;21;30;14;29;28;
12086;wasteOfResources;VM;8;188;;35;33;26;36;21;12;
12087;wasteOfResources;VM;7;194;;28;31;26;8;19;19;
12088;wasteOfResources;VM;7;194;;28;31;26;16;17;20;
12094;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12096;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12098;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
12099;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12100;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12108;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12109;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12112;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12113;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12114;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12115;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12116;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12118;wasteOfResources;VM;6;186;;22;38;24;15;31;11;
12119;wasteOfResources;VM;6;186;;22;38;24;17;28;11;
12120;wasteOfResources;VM;6;186;;22;38;24;17;27;13;
12121;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
12122;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12123;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12124;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12125;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12126;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12127;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12128;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
12129;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12130;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
12131;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12132;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12133;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
12134;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
12135;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
12136;wasteOfResources;VM;5;195;;25;21;30;16;29;29;
12137;wasteOfResources;VM;8;188;;35;31;26;37;23;18;
12138;wasteOfResources;VM;7;194;;29;29;26;18;17;19;
12139;wasteOfResources;VM;7;194;;29;29;26;14;22;19;
12140;wasteOfResources;VM;7;194;;29;29;26;20;8;19;
12141;wasteOfResources;VM;7;194;;29;29;26;12;17;18;
12142;wasteOfResources;VM;7;194;;29;29;26;15;20;18;
12143;wasteOfResources;VM;7;194;;29;29;26;18;14;20;
12144;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12145;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12146;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12147;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12148;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12149;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
12150;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12151;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12152;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12153;wasteOfResources;VM;8;188;;35;31;26;37;19;22;
12154;wasteOfResources;VM;5;195;;25;21;30;11;28;23;
12159;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12163;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12164;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12165;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12166;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12167;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12168;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12169;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12170;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12171;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12172;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12173;wasteOfResources;VM;6;186;;22;38;23;17;31;12;
12174;wasteOfResources;VM;6;186;;22;38;23;19;29;13;
12175;wasteOfResources;VM;6;186;;22;38;23;17;26;12;
12176;newApp;APP;;;117;;;;0;0;0
12177;wasteOfResources;VM;6;186;;22;38;23;20;27;14;
12178;wasteOfResources;VM;1;186;;22;38;23;20;27;14;
12179;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
12180;wasteOfResources;VM;6;74;;15;15;9;5;5;2;
12181;wasteOfResources;VM;1;74;;15;15;9;5;5;2;
12182;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
12183;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
12184;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12185;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12186;newApp;APP;;;118;;;;0;0;0
12187;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12188;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12189;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12190;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12191;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12192;wasteOfResources;VM;8;54;;15;15;9;5;5;2;
12193;wasteOfResources;VM;6;54;;15;15;9;5;5;2;
12194;wasteOfResources;VM;7;194;;30;32;26;16;15;17;
12195;wasteOfResources;VM;7;194;;30;32;26;16;14;20;
12196;wasteOfResources;VM;5;82;;15;15;9;5;5;2;
12197;wasteOfResources;VM;8;185;;15;15;9;5;5;2;
12198;wasteOfResources;VM;1;185;;15;15;9;5;5;2;
12199;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12200;wasteOfResources;VM;7;72;;15;15;9;5;5;2;
12201;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12202;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12203;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12204;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12205;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12206;wasteOfResources;VM;7;130;;15;15;9;5;5;2;
12207;wasteOfResources;VM;8;82;;15;15;9;5;5;2;
12208;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
12209;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
12210;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
12211;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
12212;wasteOfResources;VM;8;137;;15;15;9;5;5;2;
12213;wasteOfResources;VM;5;178;;15;15;9;5;5;2;
12214;wasteOfResources;VM;6;137;;15;15;9;5;5;2;
12215;wasteOfResources;VM;8;188;;35;32;26;34;19;19;
12216;wasteOfResources;VM;8;110;;15;15;9;5;5;2;
12217;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12218;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12219;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
12220;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12221;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12222;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12223;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
12224;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12225;wasteOfResources;VM;5;193;;15;15;9;5;5;2;
12226;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
12227;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12228;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12229;wasteOfResources;VM;5;193;;15;15;9;5;5;2;
12230;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12231;wasteOfResources;VM;5;193;;15;15;9;5;5;2;
12232;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
12233;wasteOfResources;VM;5;64;;15;15;9;5;5;2;
12234;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12235;wasteOfResources;VM;6;193;;15;15;9;5;5;2;
12236;wasteOfResources;VM;7;97;;15;15;9;5;5;2;
12237;wasteOfResources;VM;7;60;;15;15;9;5;5;2;
12238;wasteOfResources;VM;8;82;;15;15;9;5;5;2;
12239;wasteOfResources;VM;8;188;;35;32;26;34;18;18;
12240;wasteOfResources;VM;8;188;;35;32;26;34;14;22;
12241;wasteOfResources;VM;8;65;;15;15;9;5;5;2;
12242;wasteOfResources;VM;6;65;;15;15;9;5;5;2;
12243;wasteOfResources;VM;8;82;;15;15;9;5;5;2;
12244;wasteOfResources;VM;8;137;;15;15;9;5;5;2;
12245;wasteOfResources;VM;7;194;;26;30;26;12;15;19;
12246;wasteOfResources;VM;6;54;;15;15;9;5;5;2;
12247;wasteOfResources;VM;8;100;;15;15;9;5;5;2;
