@relation MoveVm

@attribute CPU8 numeric
@attribute CPU9 numeric
@attribute CPU10 numeric
@attribute MEM8 numeric
@attribute MEM9 numeric
@attribute MEM10 numeric
@attribute STOR8 numeric
@attribute STOR9 numeric
@attribute STOR10 numeric
@attribute PMCPU8 numeric
@attribute PMCPU9 numeric
@attribute PMCPU10 numeric
@attribute PMMEM8 numeric
@attribute PMMEM9 numeric
@attribute PMMEM10 numeric
@attribute PMSTOR8 numeric
@attribute PMSTOR9 numeric
@attribute PMSTOR10 numeric
@attribute EVAL numeric

@data
30,30,30,20,20,20,30,30,30,70,70,70,60,60,60,60,60,60,0.272549
30,30,30,20,20,20,30,30,30,80,80,80,70,70,70,60,60,60,0.352941
20,20,20,10,10,10,30,30,30,70,70,70,60,60,60,60,60,60,0.284314
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,30,30,30,0.084314
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,30,30,30,0.094118
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,60,60,60,50,50,50,0.182353
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
30,30,30,20,20,20,10,10,10,80,80,80,60,60,60,50,50,50,0.276471
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,60,60,60,0.190196
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,60,60,60,0.178431
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,60,60,60,0.180392
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,60,60,60,0.17451
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,50,50,50,0.186275
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,50,50,50,0.186275
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,60,60,60,0.194118
30,30,30,20,20,20,20,20,20,40,40,40,40,40,40,20,20,20,0.07451
30,30,30,20,20,20,20,20,20,90,90,90,70,70,70,60,60,60,0.229412
30,30,30,20,20,20,20,20,20,70,70,70,70,70,70,50,50,50,0.137255
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.086275
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.105882
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.115686
30,30,30,20,20,20,30,30,30,90,90,90,80,80,80,70,70,70,0.184314
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.096078
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.119608
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.078431
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.121569
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,70,70,70,0.180392
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.123529
10,10,10,10,10,10,0,0,0,50,50,50,60,60,60,30,30,30,0.188235
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,70,70,70,0.196078
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,70,70,70,0.201961
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.111765
30,30,30,30,30,30,20,20,20,80,80,80,90,90,90,60,60,60,0.337255
10,10,10,30,30,30,10,10,10,70,70,70,90,90,90,50,50,50,0.129412
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,80,80,80,0.098039
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.119608
10,10,10,10,10,10,0,0,0,60,60,60,70,70,70,40,40,40,0.080392
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,60,60,60,0.178431
10,10,10,10,10,10,0,0,0,70,70,70,90,90,90,50,50,50,0.082353
10,10,10,10,10,10,0,0,0,70,70,70,90,90,90,50,50,50,0.084314
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,60,60,60,0.194118
30,30,30,30,30,20,20,20,20,90,90,90,80,80,70,60,60,60,0.243137
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,40,40,40,0.115686
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.117647
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,60,60,60,0.103922
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.117647
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,60,60,60,0.092157
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,60,60,60,0.180392
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.109804
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,50,50,50,0.094118
10,10,10,10,10,10,0,0,0,60,60,60,70,70,70,40,40,40,0.088235
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,50,50,50,0.094118
10,10,10,10,10,10,0,0,0,60,60,60,70,70,70,40,40,40,0.094118
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,60,60,60,0.088235
10,10,10,30,30,30,10,10,10,70,70,70,60,60,60,60,60,60,0.186275
10,10,10,30,30,30,10,10,10,70,70,70,90,90,90,50,50,50,0.164706
10,10,10,10,10,10,0,0,0,70,70,70,90,90,90,50,50,50,0.078431
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,50,50,50,0.096078
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,60,60,60,0.1
20,20,20,10,10,10,30,30,30,80,80,80,70,70,70,90,80,80,0.088235
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.086275
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.096078
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.096078
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.1
10,10,10,30,30,30,10,10,10,60,60,60,70,70,70,30,30,30,0.103922
30,30,30,30,30,30,20,20,20,80,80,80,70,70,70,50,50,50,0.211765
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,10,10,10,0.080392
20,20,20,20,20,20,20,20,20,60,60,60,50,50,50,30,30,30,0.186275
20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,10,10,10,0.080392
20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,40,40,40,0.14902
30,30,30,20,20,20,30,30,30,60,60,60,50,50,50,50,50,50,0.188235
20,20,20,20,20,20,20,20,20,80,80,80,80,80,80,70,70,70,0.22549
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.103922
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.101961
30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,10,10,10,0.101961
30,30,30,30,30,30,20,20,20,90,90,90,90,90,90,50,50,50,0.192157
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.107843
30,30,30,30,30,30,20,20,20,40,40,40,40,40,40,20,20,20,0.107843
30,30,30,30,30,30,20,20,20,80,80,80,70,70,70,50,50,50,0.203922
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.1
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.1
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,0,0,0,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,40,40,40,30,30,30,20,20,20,0.111765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.107843
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.115686
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.115686
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.115686
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.105882
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.117647
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.121569
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.121569
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.121569
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.121569
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,40,40,40,0.121569
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,50,50,50,0.113725
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,30,30,30,0.129412
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,50,50,50,60,60,60,60,60,60,0.094118
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,30,30,30,0.121569
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.107843
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.109804
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
40,40,40,30,30,20,20,20,20,80,80,80,70,70,70,50,50,50,0.3
40,40,40,30,30,20,20,20,20,60,60,60,60,60,60,30,30,30,0.113725
40,40,40,30,30,20,20,20,20,80,80,80,70,70,70,50,50,50,0.3
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
30,30,30,30,30,30,20,20,20,90,90,90,90,90,90,60,60,60,0.164706
30,30,30,30,30,20,20,20,20,90,90,90,80,80,70,60,60,50,0.160784
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.092157
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,70,70,70,0.164706
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,60,60,60,0.096078
20,20,20,20,20,20,20,20,20,70,70,70,70,70,70,50,50,50,0.141176
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,60,60,60,0.109804
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.105882
10,10,10,10,10,10,0,0,0,80,80,80,80,80,80,60,60,60,0.084314
10,10,10,10,10,10,0,0,0,80,80,80,80,80,80,60,60,60,0.076471
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,80,80,80,60,60,60,0.07451
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,40,40,40,0.094118
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.090196
30,30,30,30,30,30,20,20,20,90,90,90,90,90,90,60,60,60,0.168627
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,70,70,70,0.207843
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.090196
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.090196
10,10,10,10,10,10,0,0,0,30,30,30,30,30,30,10,10,10,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.080392
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,40,40,40,0.096078
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,50,50,50,0.090196
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,50,50,50,0.094118
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.094118
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.090196
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.092157
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,50,50,50,0.076471
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,60,60,60,0.092157
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,40,40,40,0.094118
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,80,80,80,70,70,70,70,70,70,0.203922
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
30,30,30,20,20,30,20,20,30,30,80,80,20,40,50,20,70,70,0.182353
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,80,80,80,0.221569
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.1
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.105882
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.086275
10,10,10,10,10,10,0,0,0,40,40,40,40,40,40,20,20,20,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,60,60,60,0.160784
30,30,30,20,20,30,40,40,40,60,60,60,50,50,60,50,50,60,0.219608
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.145098
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
30,30,30,30,30,30,20,20,20,90,90,90,90,90,90,80,80,80,0.264706
30,30,30,30,30,30,20,20,20,100,100,100,90,90,90,50,50,50,0.172549
30,30,30,30,30,30,20,20,20,90,90,90,90,90,90,80,80,80,0.264706
30,30,30,30,30,30,20,20,20,100,100,100,90,90,90,50,50,50,0.172549
30,30,30,30,30,30,20,20,20,90,90,90,90,90,90,80,80,80,0.264706
40,40,40,30,30,30,20,20,20,100,100,100,90,90,90,50,50,50,0.180392
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,80,80,80,0.192157
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.154902
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.105882
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.098039
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,70,70,70,0.194118
10,10,10,10,10,10,0,0,0,80,80,80,80,80,80,70,70,70,0.090196
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,80,80,80,0.190196
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,70,70,70,0.152941
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.094118
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.101961
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,80,80,80,0.180392
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,70,70,70,0.168627
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,80,80,80,0.196078
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,70,70,70,0.154902
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.101961
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,70,70,70,0.154902
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.101961
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,70,70,70,0.154902
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.101961
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,70,70,70,0.154902
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.101961
10,10,10,10,10,10,0,0,0,90,90,90,70,70,70,70,70,70,0.154902
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.101961
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.098039
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.1
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,80,80,80,0.209804
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,60,60,60,0.158824
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.096078
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.152941
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.152941
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.152941
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,60,60,60,0.094118
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.101961
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,50,50,50,0.090196
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.076471
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,80,80,80,0.182353
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.086275
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,50,50,50,0.090196
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.084314
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.1
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,50,50,50,0.088235
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,60,60,60,30,30,30,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,40,40,40,0.084314
10,10,10,10,10,10,0,0,0,70,70,70,70,70,70,40,40,40,0.011765
10,10,10,10,10,10,0,0,0,60,60,60,50,50,50,40,40,40,0.084314
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,50,50,50,0.011765
10,10,10,10,10,10,0,0,0,70,70,70,60,60,60,50,50,50,0.090196
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.086275
10,10,10,10,10,10,0,0,0,90,90,90,90,90,90,90,90,90,0.192157
10,10,10,10,10,10,0,0,0,90,90,90,80,80,80,50,50,50,0.088235
