@relation cpu

@attribute CPU8ALL numeric
@attribute CPU9ALL numeric
@attribute CPU10ALL numeric
@attribute CPU8USE numeric
@attribute CPU9USE numeric
@attribute CPU10USE numeric
@attribute MEM8ALL numeric
@attribute MEM9ALL numeric
@attribute MEM10ALL numeric
@attribute MEM8USE numeric
@attribute MEM9USE numeric
@attribute MEM10USE numeric
@attribute STOR8ALL numeric
@attribute STOR9ALL numeric
@attribute STOR10ALL numeric
@attribute STOR8USE numeric
@attribute STOR9USE numeric
@attribute STOR10USE numeric
@attribute SLACpu numeric
@attribute SLAMemory numeric
@attribute SLAStorage numeric
@attribute EVAL numeric

@data
20,20,50,20,20,20,30,30,90,10,20,20,30,30,90,20,10,10,20,50,50,0.494118
20,20,80,20,20,20,30,30,70,20,20,20,20,20,60,10,10,10,50,30,30,0.545098
0,0,20,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,20,40,30,-5.458824
40,40,60,20,20,20,50,50,80,20,20,20,30,30,80,10,10,10,20,20,50,0.576471
40,40,70,30,30,40,70,70,90,40,40,50,40,40,90,30,20,20,20,20,50,-4.784314
0,0,20,30,20,30,0,0,20,20,20,20,0,0,50,10,10,10,20,20,50,-4.941176
0,0,20,30,20,30,0,0,20,20,20,20,0,0,50,10,10,10,20,20,50,-4.941176
40,40,70,40,40,40,70,70,90,50,40,50,40,40,90,20,20,20,20,20,50,-4.784314
30,30,60,50,50,40,50,50,80,40,40,40,30,30,80,30,30,20,20,20,50,-4.788235
40,40,70,40,30,30,40,40,70,20,20,20,20,20,80,10,20,10,20,20,50,-4.666667
30,30,50,40,20,30,30,30,50,20,20,20,10,10,70,10,10,10,20,20,50,-5.941176
30,30,50,40,20,30,30,30,50,20,20,20,10,10,70,10,10,10,20,20,50,-5.662745
0,0,20,20,20,20,0,0,40,20,20,20,0,0,30,10,10,10,20,40,30,-14.941176
0,0,50,20,20,20,0,0,90,20,20,20,0,0,70,10,10,10,20,40,30,-14.941176
40,40,60,40,70,60,40,40,90,40,40,50,60,60,90,30,20,30,20,40,30,-14.423529
40,40,70,50,40,40,60,60,90,40,40,40,30,30,90,20,20,20,20,20,50,-8.458824
40,40,60,60,60,40,50,50,80,40,40,40,30,30,80,30,20,30,20,20,50,-8.733333
40,40,70,40,30,60,60,60,90,40,40,40,30,30,90,20,30,20,20,20,50,-8.478431
30,30,80,0,0,0,30,30,40,0,0,0,10,10,30,0,0,0,50,10,10,0.34902
0,0,20,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,10,30,30,-5.756863
40,40,100,60,60,70,80,80,90,60,70,70,40,40,60,40,30,20,50,10,10,-0.788235
40,40,90,40,50,60,40,40,60,30,40,30,30,30,50,30,30,20,50,10,10,-0.482353
40,40,90,40,50,30,40,40,60,30,40,30,30,30,50,30,30,30,50,10,10,-7.776471
0,0,50,20,30,20,0,0,10,20,30,20,0,0,20,10,20,10,50,10,10,-7.941176
40,40,90,40,50,40,40,40,60,30,40,30,30,30,50,30,30,30,50,10,10,-7.776471
40,40,90,40,30,50,50,50,60,40,40,30,30,30,50,40,40,30,50,10,10,-7.776471
0,0,50,20,10,30,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-7.780392
0,0,50,20,10,30,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-7.941176
40,40,90,40,30,50,50,50,60,40,40,30,30,30,50,30,40,40,50,10,10,-7.776471
10,10,70,30,30,50,30,30,50,40,40,40,20,20,40,20,30,30,50,10,10,-7.678431
30,30,50,20,40,20,30,30,50,20,20,20,10,10,70,10,10,20,20,20,50,-11.780392
20,20,50,50,40,50,40,40,60,40,50,40,20,20,70,20,20,30,20,20,50,-11.729412
40,40,70,50,50,60,10,10,40,40,50,40,20,20,70,30,40,40,20,20,50,-11.368627
20,20,80,40,60,60,20,20,40,50,50,40,20,20,40,30,40,40,50,10,10,-9.65098
0,0,50,20,30,30,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-9.941176
20,20,80,30,40,50,30,30,50,50,30,50,20,20,40,30,40,40,50,10,10,-9.486275
40,40,80,10,10,10,40,40,100,10,10,10,30,30,50,10,20,10,40,40,10,0.435294
40,40,90,0,0,0,40,40,90,0,0,0,20,20,70,0,0,0,40,40,50,0.203922
10,10,70,20,30,20,10,10,30,10,10,20,0,0,20,20,20,10,50,10,10,-11.941176
20,20,80,40,50,40,40,40,50,40,40,40,20,20,40,30,30,20,50,10,10,-11.427451
40,40,60,0,0,0,40,40,90,0,0,0,20,20,50,0,0,0,10,40,20,0.298039
0,0,40,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,30,50,40,-5.521569
40,40,90,20,20,20,40,40,90,10,0,10,20,20,40,10,10,10,40,40,10,-0.72549
40,40,60,30,20,20,40,40,90,30,10,20,20,20,50,10,10,10,10,40,20,-2.717647
0,0,10,30,20,20,0,0,50,30,10,20,0,0,30,10,10,10,10,40,20,-2.941176
0,0,30,30,20,20,0,0,100,30,10,20,0,0,60,10,10,10,10,40,20,-2.941176
40,40,60,30,20,20,40,40,90,30,10,20,20,20,50,10,10,10,10,40,20,-2.780392
40,40,60,30,20,20,40,40,90,30,10,20,20,20,50,10,10,10,10,40,20,-2.717647
0,0,50,20,40,40,0,0,10,20,20,20,0,0,20,10,20,10,50,10,10,-12.654902
40,40,90,20,20,20,40,40,90,10,0,0,20,20,40,10,20,20,40,40,10,-2.709804
20,20,70,50,50,50,20,20,70,30,30,30,20,20,40,30,30,30,40,40,10,-2.439216
10,10,70,50,40,30,40,40,60,50,30,40,20,20,40,40,30,20,50,10,10,-16.721569
0,0,50,20,20,20,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-16.713725
40,40,100,50,50,40,20,20,40,30,30,30,10,10,30,40,40,30,50,10,10,-16.478431
40,40,100,60,50,60,40,40,50,40,40,50,30,30,50,30,30,40,50,10,10,-18.941176
40,40,90,50,50,50,40,40,50,40,40,40,20,20,40,30,30,30,50,10,10,-18.403922
10,10,40,20,30,30,10,10,40,20,20,20,0,0,60,20,10,10,20,20,50,-13.941176
40,40,70,50,60,50,20,20,50,30,30,30,10,10,60,30,30,30,20,20,50,-13.447059
40,40,90,40,50,50,40,40,90,30,30,30,60,60,70,30,30,30,40,40,10,-3.466667
60,60,80,20,30,40,60,60,80,20,20,20,30,30,80,10,10,10,20,20,50,-16.686275
0,0,30,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,30,20,40,-5.647059
0,0,20,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,10,50,10,-5.564706
50,50,90,50,50,50,60,60,90,40,40,40,40,40,80,30,30,30,30,20,40,-7.509804
0,0,20,10,10,20,0,0,60,20,10,10,0,0,10,10,10,10,10,50,10,-14.941176
0,0,20,10,10,20,0,0,60,20,10,10,0,0,10,10,10,10,10,50,10,-14.721569
50,50,90,30,40,40,50,50,90,20,20,20,40,40,60,10,10,10,30,30,20,0.615686
50,50,90,10,10,10,60,60,80,10,10,10,40,40,70,20,10,20,30,10,20,0.431373
0,0,30,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,20,50,50,-5.764706
40,40,80,10,0,10,40,40,60,20,20,20,20,20,50,20,20,20,30,10,20,-0.729412
40,40,80,0,10,10,40,40,60,20,20,20,20,20,50,20,20,20,30,10,20,-3.729412
0,0,40,0,10,10,0,0,20,20,20,20,0,0,30,20,20,20,30,10,20,-3.941176
30,30,80,30,10,20,70,70,90,40,40,40,20,20,50,40,40,40,30,10,20,-3.72549
40,40,80,0,10,10,40,40,60,20,20,20,20,20,50,20,20,20,30,10,20,-3.729412
30,30,90,20,20,20,30,30,60,10,10,10,30,30,50,20,10,20,50,20,10,0.478431
40,40,80,0,10,10,40,40,60,20,20,20,20,20,50,20,10,20,30,10,20,-5.717647
60,60,100,0,0,0,60,60,90,0,0,0,30,30,90,0,0,0,40,30,50,0.270588
60,60,100,20,30,20,70,70,90,30,50,30,50,50,70,30,30,30,30,20,10,0.690196
0,0,30,10,10,10,0,0,50,10,10,10,0,0,50,20,10,30,20,50,50,-19.533333
0,0,30,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,30,30,20,-5.501961
0,0,40,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,40,40,20,-5.796078
60,60,80,0,0,0,60,60,70,0,0,0,30,30,60,0,0,0,20,10,20,0.321569
0,0,40,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,30,30,50,-5.768627
40,40,90,0,0,0,40,40,60,0,0,0,20,20,80,0,0,0,40,10,50,0.301961
70,70,100,0,0,0,70,70,90,0,0,0,40,40,90,0,0,0,20,10,50,0.278431
0,0,30,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,30,10,10,-5.705882
30,30,60,20,10,20,10,10,80,20,30,20,10,10,30,10,10,20,20,50,10,0.501961
40,40,100,0,0,0,40,40,80,0,0,0,20,20,60,0,0,0,50,30,30,0.270588
70,70,90,20,30,20,60,60,90,10,20,20,40,40,80,0,0,10,20,20,30,-4.721569
0,0,50,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,50,40,30,-5.482353
50,50,100,20,20,20,40,40,80,10,10,10,30,30,90,10,10,10,30,30,50,0.513725
60,60,90,10,20,10,40,40,60,10,20,20,30,30,80,10,10,10,20,10,40,0.584314
40,40,100,0,0,0,40,40,70,0,0,0,20,20,60,0,0,0,50,20,30,0.25098
70,70,100,20,20,20,60,60,100,10,10,10,40,40,60,20,10,10,20,30,10,0.517647
50,50,80,20,30,30,60,60,80,10,10,10,30,30,80,10,10,10,20,20,40,0.454902
50,50,70,10,10,10,50,50,90,10,10,10,40,40,90,10,10,10,10,30,40,0.470588
40,40,100,0,0,0,40,40,60,0,0,0,20,20,60,0,0,0,50,10,40,0.219608
0,0,40,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,30,10,40,-5.705882
40,40,70,30,20,30,10,10,40,10,0,10,30,30,80,10,20,20,20,20,50,0.482353
0,0,50,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,50,20,20,-5.52549
30,30,60,30,30,30,20,20,50,30,30,30,20,20,80,40,30,30,20,20,50,-0.556863
30,30,60,10,10,10,20,20,80,10,10,10,30,30,70,20,20,10,20,50,30,0.478431
0,0,30,0,0,0,0,0,30,0,0,0,0,0,60,0,0,0,20,20,60,-5.294118
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-9.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-9.941176
30,30,60,40,40,40,20,20,50,30,20,40,30,30,90,20,30,30,20,20,60,-9.486275
30,30,60,30,30,30,30,30,60,10,10,10,20,20,80,10,10,10,20,20,60,-12.713725
30,30,60,40,40,40,20,20,50,40,20,30,20,20,90,20,20,20,20,20,60,-15.745098
40,40,70,40,40,50,40,40,70,40,40,40,30,30,80,30,20,30,20,20,50,-8.690196
30,30,60,30,30,30,20,20,50,40,30,40,20,20,80,30,30,30,20,20,50,-8.552941
50,50,80,10,10,10,40,40,90,10,10,10,30,30,70,10,10,10,20,40,30,0.439216
0,0,20,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,20,50,10,-5.541176
40,40,70,40,40,40,50,50,80,40,40,40,30,30,90,20,30,30,20,20,60,-16.47451
0,0,20,30,10,20,0,0,50,0,0,0,0,0,10,10,20,10,20,50,10,-6.709804
30,30,60,50,40,40,40,40,70,40,40,40,20,20,90,20,30,30,20,20,60,-20.752941
40,40,70,70,50,50,40,40,70,30,30,20,20,20,90,30,30,30,20,20,60,-20.45098
40,40,70,70,50,70,40,40,70,30,20,20,20,20,90,30,30,30,20,20,60,-20.462745
40,40,70,60,50,70,40,40,100,30,20,30,30,30,50,20,30,30,20,50,10,-9.698039
0,0,20,30,20,30,0,0,50,0,0,10,0,0,10,10,10,20,20,50,10,-9.760784
40,40,70,60,50,60,40,40,100,20,20,30,30,30,50,20,30,30,20,50,10,-9.698039
30,30,60,40,30,50,40,40,90,30,30,30,20,20,40,30,30,40,20,50,10,-9.709804
30,30,60,40,40,50,20,20,50,30,20,30,20,20,90,20,20,30,20,20,60,-21.698039
40,40,80,10,10,10,40,40,60,10,10,10,40,40,80,10,10,20,30,20,40,-1.741176
40,40,80,40,40,40,40,40,70,30,40,40,30,30,70,20,30,30,30,20,40,-5.47451
30,30,70,20,30,20,20,20,50,30,40,50,30,30,70,30,40,40,30,20,40,-5.505882
40,40,80,40,50,40,40,40,70,30,30,40,30,30,70,20,30,30,30,20,40,-5.47451
30,30,70,30,30,30,20,20,50,20,30,40,30,30,70,30,40,30,30,20,40,-5.505882
40,40,70,50,60,50,40,40,100,30,20,20,30,30,40,20,30,30,20,50,10,-10.47451
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-23.941176
30,30,60,50,40,50,20,20,50,30,30,30,20,20,90,20,30,20,20,20,60,-23.501961
40,40,70,50,40,50,40,40,70,30,30,20,30,30,100,20,30,20,20,20,60,-25.745098
0,0,30,30,20,30,0,0,30,20,20,10,0,0,60,10,10,10,20,20,60,-25.941176
30,30,60,40,40,40,40,40,70,40,40,40,20,20,90,20,20,20,20,20,60,-25.486275
30,30,60,40,40,50,20,20,50,30,30,30,30,30,90,30,30,30,20,20,60,-28.478431
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.941176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.941176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.698039
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.941176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.941176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.541176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.941176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.941176
0,0,30,30,30,30,0,0,30,10,10,10,0,0,60,10,10,10,20,20,60,-40.698039
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-43.690196
30,30,50,50,60,60,30,30,80,20,30,30,20,20,40,30,20,30,20,50,10,-17.466667
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.701961
40,40,70,50,60,50,40,40,100,30,20,20,30,30,50,30,30,20,20,50,10,-32.698039
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.941176
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.701961
40,40,70,50,60,60,40,40,100,30,20,30,30,30,50,30,30,20,20,50,10,-32.698039
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.941176
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.701961
40,40,70,50,60,60,40,40,100,30,20,20,30,30,50,30,30,20,20,50,10,-32.698039
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.701961
40,40,70,50,60,50,40,40,100,30,30,20,30,30,50,20,30,20,20,50,10,-32.698039
0,0,20,20,20,20,0,0,50,10,0,0,0,0,10,10,10,10,20,50,10,-32.701961
50,50,80,50,60,60,60,60,90,20,20,30,30,30,90,20,30,20,20,20,60,-48.701961
0,0,30,20,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-48.701961
0,0,30,20,30,30,0,0,30,10,10,20,0,0,60,10,10,10,20,20,60,-48.941176
40,40,70,40,40,40,50,50,80,40,40,40,30,30,100,20,30,20,20,20,60,-48.74902
50,50,80,60,70,60,60,60,90,20,30,30,30,30,90,30,20,30,20,20,60,-48.701961
0,0,50,30,30,30,0,0,80,10,10,0,0,0,80,20,10,10,20,50,10,-37.72549
0,0,20,20,20,30,0,0,50,0,0,0,0,0,10,10,20,20,20,50,10,-37.705882
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-50.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-50.941176
20,20,50,60,60,50,20,20,50,30,20,30,10,10,80,30,30,30,20,20,60,-50.254902
0,0,20,30,20,30,0,0,50,10,10,0,0,0,10,20,20,20,20,50,10,-38.717647
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.941176
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.941176
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.694118
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.941176
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.941176
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.698039
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.941176
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.941176
0,0,20,30,40,30,0,0,50,10,10,10,0,0,10,20,10,10,20,50,10,-50.694118
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.701961
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.941176
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.941176
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.941176
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.941176
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.941176
0,0,20,30,30,30,0,0,50,10,0,10,0,0,10,10,10,10,20,50,10,-60.701961
0,0,20,20,30,40,0,0,50,10,0,10,0,0,10,20,10,20,20,50,10,-61.705882
40,40,70,30,40,30,40,40,100,10,0,10,20,20,40,10,10,20,20,50,10,-64.941176
0,0,20,30,40,30,0,0,50,10,0,10,0,0,10,10,10,20,20,50,10,-64.941176
40,40,70,30,40,30,40,40,100,10,0,10,20,20,40,10,10,20,20,50,10,-64.941176
40,40,70,70,70,60,40,40,100,30,20,30,30,30,50,30,20,30,20,50,10,-64.447059
40,40,70,20,30,30,40,40,70,10,10,10,20,20,80,10,10,10,20,20,60,-53.698039
40,40,70,30,30,30,40,40,70,10,20,20,20,20,80,10,10,10,20,20,60,-57.701961
0,0,30,30,30,30,0,0,30,10,20,20,0,0,60,10,10,10,20,20,60,-57.941176
40,40,70,30,30,30,40,40,70,10,20,20,20,20,80,10,10,10,20,20,60,-57.701961
0,0,20,30,20,20,0,0,50,0,0,10,0,0,10,20,10,20,20,50,10,-66.941176
0,0,10,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,10,40,40,-5.776471
60,60,90,30,30,30,60,60,90,20,10,10,30,30,90,10,10,10,20,20,60,-72.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-72.694118
60,60,90,30,30,30,60,60,90,20,10,10,30,30,90,10,10,10,20,20,60,-72.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-72.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-72.941176
60,60,90,30,30,30,60,60,90,20,10,10,30,30,90,10,10,10,20,20,60,-72.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-72.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-72.941176
60,60,90,30,30,30,60,60,90,20,10,10,30,30,90,10,10,10,20,20,60,-72.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-72.694118
0,0,60,0,0,0,0,0,60,0,0,0,0,0,50,0,0,0,50,50,50,-5.721569
0,0,10,10,10,10,0,0,50,10,10,10,0,0,40,10,10,10,10,40,40,-7.941176
0,0,30,10,10,10,0,0,100,10,10,10,0,0,90,10,10,10,10,40,40,-7.941176
0,0,10,10,10,10,0,0,50,10,10,10,0,0,40,10,10,10,10,40,40,-7.760784
0,0,50,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,40,30,40,-5.72549
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.701961
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.717647
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.701961
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-85.701961
30,30,40,30,30,30,30,30,90,10,20,10,20,20,50,10,10,10,10,50,30,-0.941176
0,0,10,10,0,0,0,0,60,20,20,20,0,0,30,10,10,20,10,50,30,-7.545098
0,0,60,10,10,10,0,0,60,10,20,20,0,0,50,20,20,20,50,50,50,-17.713725
60,60,90,30,30,30,60,60,90,10,20,20,30,30,90,10,10,10,20,20,60,-86.694118
30,30,60,30,30,30,30,30,60,10,20,20,10,10,80,10,10,10,20,20,60,-87.698039
0,0,20,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,10,50,10,-5.772549
40,40,60,20,20,20,40,40,100,10,10,10,20,20,40,10,10,10,10,50,10,-8.752941
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,10,10,50,10,-8.941176
40,40,60,40,40,50,40,40,90,30,30,30,20,20,40,20,20,20,10,50,10,-8.552941
40,40,60,20,20,20,40,40,100,10,10,10,20,20,40,10,10,10,10,50,10,-8.752941
30,30,50,20,20,20,30,30,80,10,10,20,10,10,30,10,10,10,10,50,10,-12.760784
0,0,20,20,20,20,0,0,50,10,10,20,0,0,10,10,10,10,10,50,10,-12.941176
30,30,50,20,20,20,30,30,80,10,10,20,10,10,30,10,10,10,10,50,10,-12.760784
30,30,50,20,20,20,30,30,80,20,20,20,10,10,30,10,10,10,10,50,10,-17.745098
0,0,20,20,20,20,0,0,50,20,20,20,0,0,10,10,10,10,10,50,10,-17.941176
40,40,70,40,40,40,30,30,90,30,30,40,20,20,40,20,20,20,10,50,10,-17.705882
30,30,50,20,20,20,30,30,80,20,20,20,10,10,30,10,10,10,10,50,10,-17.745098
40,40,90,20,20,20,40,40,90,10,10,10,30,30,40,10,10,10,40,40,10,0.505882
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,10,10,50,10,-19.941176
50,50,80,50,40,40,40,40,90,20,20,20,20,20,30,30,20,20,10,50,10,-19.537255
30,30,80,50,50,40,50,50,100,20,20,20,20,20,30,30,30,20,40,40,10,-2.533333
0,0,40,20,20,20,0,0,50,10,0,10,0,0,10,10,20,10,40,40,10,-2.941176
30,30,80,50,40,40,50,50,100,30,10,20,20,20,30,20,30,20,40,40,10,-2.533333
0,0,60,0,0,0,0,0,60,0,0,0,0,0,50,0,0,0,50,50,50,-5.666667
0,0,10,0,0,0,0,0,50,0,0,0,0,0,30,0,0,0,10,40,20,0.298039
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,10,10,50,10,-32.803922
40,40,60,20,20,20,40,40,100,10,10,10,20,20,40,10,10,10,10,50,10,-32.941176
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,10,10,50,10,-32.941176
40,40,60,20,20,20,40,40,100,10,10,10,20,20,40,10,10,10,10,50,10,-32.941176
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,10,10,50,10,-32.941176
40,40,60,20,20,20,40,40,100,10,10,10,20,20,40,10,10,10,10,50,10,-32.941176
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,10,10,50,10,-32.752941
0,0,10,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,10,30,20,0.278431
40,40,90,50,50,50,40,40,90,20,20,30,20,20,40,30,30,30,40,40,10,-4.721569
10,10,60,40,30,60,40,40,90,20,20,20,20,20,40,30,30,30,40,40,10,-4.501961
40,40,60,50,50,50,20,20,80,30,20,20,10,10,20,20,20,30,10,50,10,-36.533333
40,40,60,40,50,50,20,20,80,20,20,20,10,10,20,20,20,30,10,50,10,-36.533333
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,0,10,10,50,10,-36.941176
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,0,10,10,50,10,-36.941176
40,40,60,50,50,40,20,20,80,20,20,20,10,10,20,20,20,20,10,50,10,-36.533333
0,0,10,20,20,20,0,0,40,20,20,10,0,0,30,10,10,10,10,30,20,-2.854902
10,10,60,30,10,20,40,40,60,10,10,20,30,30,50,10,10,10,40,20,20,0.239216
40,40,60,40,40,50,20,20,80,20,20,20,10,10,20,30,30,30,10,50,10,-38.537255
30,30,50,30,30,40,20,20,70,40,40,50,20,20,50,20,10,20,10,40,20,-2.513725
20,20,70,40,50,40,30,30,90,20,20,20,10,10,20,20,30,20,40,40,10,-8.521569
0,0,40,20,20,20,0,0,50,0,0,0,0,0,10,10,20,10,40,40,10,-8.941176
20,20,70,40,50,40,30,30,90,20,20,20,10,10,20,20,30,20,40,40,10,-8.521569
50,50,100,30,40,40,70,70,90,40,50,50,40,40,70,20,20,10,40,20,20,-1.521569
0,0,40,20,20,20,0,0,50,10,0,10,0,0,10,20,10,10,40,40,10,-15.941176
50,50,100,50,40,40,40,40,90,30,30,30,30,30,40,20,20,20,40,40,10,-15.537255
0,0,90,20,20,20,0,0,100,10,0,10,0,0,20,20,10,10,40,40,10,-15.941176
50,50,100,40,30,30,40,40,90,30,30,30,30,30,40,30,20,20,40,40,10,-15.537255
0,0,40,20,20,20,0,0,50,10,0,10,0,0,10,20,10,10,40,40,10,-15.686275
50,50,100,40,40,40,40,40,90,30,30,30,30,30,40,30,20,20,40,40,10,-15.537255
10,10,60,30,50,30,40,40,70,50,40,40,20,20,40,20,20,20,40,20,20,-6.705882
50,50,100,30,40,40,40,40,60,30,20,30,20,20,40,20,30,30,40,20,20,-6.72549
0,0,40,10,10,10,0,0,20,20,20,20,0,0,20,0,10,10,40,20,20,-6.941176
10,10,60,30,40,40,40,40,70,50,40,40,20,20,40,20,20,20,40,20,20,-6.701961
50,50,100,40,40,40,40,40,60,40,30,30,20,20,40,30,20,20,40,20,20,-6.729412
0,0,40,10,20,10,0,0,20,30,20,20,0,0,20,10,10,10,40,20,20,-6.941176
10,10,60,20,20,20,10,10,60,10,0,10,0,0,20,10,20,10,40,40,10,-17.941176
40,40,90,20,20,20,20,20,70,10,0,10,10,10,20,10,20,10,40,40,10,-17.721569
40,40,60,60,40,40,50,50,100,20,40,30,10,10,40,30,30,30,10,40,20,-9.501961
10,10,60,50,50,50,50,50,100,20,30,20,30,30,40,30,30,20,40,40,10,-18.52549
40,40,90,50,40,50,60,60,90,30,40,40,40,40,60,20,20,20,40,20,20,-8.717647
30,30,70,10,20,20,30,30,50,20,20,20,10,10,40,0,10,10,40,20,20,-8.737255
0,0,20,20,20,20,0,0,50,10,10,20,0,0,10,10,10,10,10,50,10,-45.941176
